ticker,name,sector,price,pe_ratio,dividend_yield,eps,week52_low,week52_high,market_cap,ebitda,ps_ratio,pb_ratio,market_cap_bn,ebitda_bn,ev_ebitda_proxy,price_range_pct,market_cap_tier,loaded_at,acquired,deal_year,deal_value_bn,acquirer,deal_status,pe_ratio_sector_pct,pb_ratio_sector_pct,ps_ratio_sector_pct,ev_ebitda_proxy_sector_pct,market_cap_sector_pct,dividend_yield_sector_pct,pe_ratio_zscore,pb_ratio_zscore,ps_ratio_zscore,ev_ebitda_proxy_zscore,cheap_count,log_market_cap,log_ebitda,cheap_and_midcap,cash_cow_flag,near_52w_low,near_52w_high,profitable,low_pb_small_size,sector_Consumer Discretionary,sector_Consumer Staples,sector_Energy,sector_Financials,sector_Health Care,sector_Industrials,sector_Information Technology,sector_Materials,sector_Real Estate,sector_Telecommunication Services,sector_Utilities,tier_Large-cap,tier_Mega-cap,tier_Mid-cap
IRM,Iron Mountain Incorporated,Real Estate,32.07,15.42,7.08258,0.46,41.53,32.05,9410249279.0,1116140000.0,3.2898626,4.97,9.410249279,1.11614,8.431065349328938,99.78902953586496,Mid-cap,2026-04-25T14:52:57.872278,0,2024.0,28.0,,unlabeled,0.36363636363636365,0.8484848484848485,0.06060606060606061,0.09090909090909091,0.24242424242424243,0.9696969696969697,-0.2189809895679956,-0.06693599886684368,-1.612439374826773,0.0,3,22.965065281159877,20.833142141962202,1,1,0,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
JBHT,J. B. Hunt Transport Services,Industrials,114.81,30.62,0.8139042,6.19,126.49,83.35,12945366350.0,1007309000.0,1.7697402,8.55,12.94536635,1.007309,12.851435210049749,27.07464070468241,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,0.9701492537313433,0.8507462686567164,0.3283582089552239,0.582089552238806,0.2835820895522388,0.23880597014925373,1.800025929834105,-0.029235459486371244,-0.4965095069033943,0.22064171601546612,1,23.284003750328832,20.730548256641875,0,0,1,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
JEC,Jacobs Engineering Group,Industrials,62.82,19.45,0.9089532,2.43,72.18,49.31,9326484316.0,409832000.0,1.2129636,2.01,9.326484316,0.409832,22.756847478966996,40.92697857455184,Mid-cap,2026-04-25T14:52:57.872278,1,2017.0,76.75,Split off CH2M 2017,completed,0.3358208955223881,0.05970149253731343,0.19402985074626866,1.0,0.13432835820895522,0.26865671641791045,-0.403240900869087,-0.3081467078586371,-0.8404915730759535,1.8450696371898017,3,22.95612396589491,19.831257880032123,1,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
SJM,JM Smucker,Consumer Staples,118.37,15.35,2.6036885,5.1,143.68,99.565,13612394896.0,1411300000.0,2.496677,1.88,13.612394896,1.4113,9.645287958619711,57.37277569987532,Large-cap,2026-04-25T14:52:57.872278,0,2022.0,18.7,,unlabeled,0.17647058823529413,0.14705882352941177,0.5,0.20588235294117646,0.20588235294117646,0.5588235294117647,-0.9388596350449785,-0.39806634676197167,-0.15004077857410456,-0.40777882110336666,3,23.334246604110486,21.0677771030928,1,1,0,0,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
JNJ,Johnson & Johnson,Health Care,126.36,17.31,2.5566885,0.39,148.32,113.15,353062464971.0,22430000000.0,4.6326222,4.74,353.062464971,22.43,15.740635977307178,62.43957918680694,Mega-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,none,0.3442622950819672,0.6557377049180327,0.5409836065573771,0.4918032786885246,1.0,0.8852459016393442,-0.23361679468453303,-0.16694842658932058,-0.050331550214139806,0.0,2,26.589910832819992,23.83366518552311,0,1,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False
JCI,Johnson Controls International,Industrials,36.55,14.0,2.7659574,1.71,44.37,34.51,34822224800.0,4295000000.0,1.1415336,1.69,34.8222248,4.295,8.107619278230501,79.3103448275862,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,0.08955223880597014,0.029850746268656716,0.1791044776119403,0.1791044776119403,0.6865671641791045,0.9104477611940298,-1.4782457555989341,-0.3217937414181364,-0.884621730461709,-0.5573155101304749,4,24.27352166358763,22.18071739261546,1,1,0,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
JPM,JPMorgan Chase & Co.,Financials,107.88,15.43,1.9845841,6.3,117.3529,81.635,386613611000.0,0.0,3.3714993,1.6,386.613611,0.0,13.333242399935546,26.521436030673723,Mega-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,none,0.4411764705882353,0.5073529411764706,0.6323529411764706,0.6323529411764706,1.0,0.5735294117647058,-0.23449942700088108,-0.19325926946603889,0.005109206079374164,0.0,1,26.68069161003571,0.0,0,1,1,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False
JNPR,Juniper Networks,Information Technology,24.66,14.09,1.5754234,0.78,30.96,23.87,9267350000.0,1115500000.0,1.8543326,1.78,9.26735,1.1155,8.307799193186911,88.85754583921018,Mid-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,unlabeled,0.18571428571428572,0.07142857142857142,0.12857142857142856,0.12857142857142856,0.08571428571428572,0.6428571428571429,-0.47939423529800146,-0.36081365680095145,-0.9946237661375588,-0.5447318593566496,4,22.94976330737126,20.83256857273332,1,0,0,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
KSU,Kansas City Southern,Industrials,103.53,19.8,1.3445379,9.16,114.85,81.54,11037040988.0,1295400000.0,4.281897,2.39,11.037040988,1.2954,8.520179857958931,33.98378865205643,Large-cap,2026-04-25T14:52:57.872278,1,2021.0,31.0,Canadian Pacific,completed,0.3582089552238806,0.14925373134328357,0.8955223880597015,0.23880597014925373,0.19402985074626866,0.43283582089552236,-0.3342038918497387,-0.2919408555067317,1.0555257018561768,-0.48965806118312394,3,23.12452281551118,20.98208536548505,1,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
K,Kellogg Co.,Consumer Staples,65.98,16.5,3.363962,1.95,76.69,58.76,22182794875.0,1827000000.0,2.3173764,11.5,22.182794875,1.827,12.141650177887248,59.73229224762964,Large-cap,2026-04-25T14:52:57.872278,1,2023.0,18.7,,rumoured,0.20588235294117646,0.7941176470588235,0.4411764705882353,0.5294117647058824,0.38235294117647056,0.8235294117647058,-0.7755978528334656,-0.21565886676955692,-0.22143915216393492,-0.15526977011322696,2,23.822582819766975,21.325941114889627,1,1,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
KEY,KeyCorp,Financials,20.08,14.66,1.9876952,1.12,22.22,16.28,22589744920.0,0.0,3.270451,1.55,22.58974492,0.0,13.333242399935546,36.02693602693605,Large-cap,2026-04-25T14:52:57.872278,1,2024.0,13.0,Scotiabank stake,completed,0.3382352941176471,0.4485294117647059,0.6029411764705882,0.6323529411764706,0.45588235294117646,0.5882352941176471,-0.33657266665310587,-0.19514076947458486,-0.03365722559334656,0.0,2,23.840761875684837,0.0,1,1,0,0,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
KMB,Kimberly-Clark,Consumer Staples,111.69,17.93,3.5599859,6.41,136.21,109.67,39449596000.0,4033000000.0,2.1947837,151.66,39.449596,4.033,9.781699975204562,92.38884702336098,Large-cap,2026-04-25T14:52:57.872278,0,2022.0,18.7,,unlabeled,0.3235294117647059,0.9411764705882353,0.4117647058823529,0.23529411764705882,0.5882352941176471,0.9117647058823529,-0.572585375822628,2.441953648379804,-0.27025616333950275,-0.39398063565350094,3,24.39828964340005,22.117776353085596,1,1,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
KIM,Kimco Realty,Real Estate,14.01,9.28,7.7134986,0.8,25.15,14.33,6180487499.0,701190000.0,7.0508943,1.2,6.180487499,0.70119,8.814283573639099,102.95748613678371,Mid-cap,2026-04-25T14:52:57.872278,0,2024.0,28.0,,unlabeled,0.030303030303030304,0.030303030303030304,0.30303030303030304,0.15151515151515152,0.06060606060606061,1.0,-0.4099919160231477,-0.3107868808294794,-0.7002189889925754,0.0,4,22.544662988800017,20.36828945106941,1,1,0,1,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True
KMI,Kinder Morgan,Energy,16.8,25.07,2.891845,0.01,22.75,16.56,38612712234.0,5981000000.0,2.823936,1.07,38.612712234,5.981,6.455895708744357,96.12277867528267,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,19.75,,unlabeled,0.5,0.125,0.5,0.375,0.71875,0.75,-0.24001089168071296,-1.2190910746056112,-0.31145996361018935,-0.2955830375130149,2,24.3768473917121,22.511853615176026,1,0,0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
KLAC,KLA-Tencor Corp.,Information Technology,98.54,16.59,2.2988505,5.88,121.65,86.33,16078622033.0,1506642000.0,4.3395863,12.93,16.078622033,1.506642,10.671826507557869,65.43035107587768,Large-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,unlabeled,0.3,0.8714285714285714,0.45714285714285713,0.2571428571428571,0.3,0.8142857142857143,-0.415821748851391,0.09514535560374543,-0.36983565231310395,-0.4255439286627661,3,23.500756402622272,21.133149170970736,1,1,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
KSS,Kohl's Corp.,Consumer Discretionary,60.34,16.01,3.4965036,3.12,69.14,35.16,10570861198.0,2286000000.0,0.8557757,2.04,10.570861198,2.286,4.624173752405949,25.89758681577397,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.34523809523809523,0.16666666666666666,0.13095238095238096,0.11904761904761904,0.2976190476190476,0.9523809523809523,-0.30402262932734153,-0.3346289864480961,-0.9704312318408572,0.0,4,23.0813671092901,21.550069402756474,1,1,1,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
KHC,Kraft Heinz Co,Consumer Staples,71.58,20.11,3.3990483,2.81,97.77,72.05,89618309338.0,7832000000.0,4.6780853,1.54,89.618309338,7.832,11.44258290832482,101.82737169517884,Large-cap,2026-04-25T14:52:57.872278,1,2019.0,18.7,,rumoured,0.4411764705882353,0.11764705882352941,0.8823529411764706,0.4411764705882353,0.8235294117647058,0.8823529411764706,-0.26309782345645605,-0.4045131807741776,0.7186066479005241,-0.22598098800181943,3,25.21882548135298,22.781483742302303,0,1,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
KR,Kroger Co.,Consumer Staples,27.57,13.07,1.7301039,2.05,34.75,19.69,25471355847.0,5342000000.0,0.4081934384,4.02,25.471355847,5.342,4.768131008423811,47.67596281540505,Large-cap,2026-04-25T14:52:57.872278,0,2022.0,18.7,,unlabeled,0.058823529411764705,0.4117647058823529,0.029411764705882353,0.058823529411764705,0.4411764705882353,0.20588235294117646,-1.262543864125195,-0.3574892150380873,-0.9816851209094695,-0.9011071784702217,4,23.96082035765797,22.398865951821374,1,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
LB,L Brands Inc.,Consumer Discretionary,47.77,12.77,4.886988,3.98,63.1,35.0,13862042842.0,2329000000.0,1.7060977,205.0419999999998,13.862042842,2.329,5.951929086303134,54.55516014234875,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.17857142857142858,0.9940476190476191,0.4523809523809524,0.16666666666666666,0.4880952380952381,0.9761904761904762,-0.4226793538668121,5.008738140422787,-0.38998629555992764,0.0,3,23.352420211116982,21.568704828277983,1,1,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
LLL,L-3 Communications Holdings,Industrials,198.79,23.14,1.4444605,8.51,218.705,159.43,16229343134.0,1137000000.0,1.4884604,3.12,16.229343134,1.137,14.273828613896216,33.59763812737245,Large-cap,2026-04-25T14:52:57.872278,1,2019.0,33.5,L3Harris merger,completed,0.6194029850746269,0.2835820895522388,0.26865671641791045,0.6865671641791045,0.44776119402985076,0.47761194029850745,0.3246064227920393,-0.2608085601991241,-0.6702869371628632,0.4539056627724213,2,23.51008674538032,20.851659052594318,1,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
LH,Laboratory Corp. of America Holding,Health Care,165.46,17.79,0.0,7.02,181.715,130.292,17271388000.0,1861200000.0,2.2459624,2.71,17.271388,1.8612,9.279705566301311,31.610368901075383,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,unlabeled,0.3770491803278688,0.2459016393442623,0.29508196721311475,0.2459016393442623,0.2786885245901639,0.21311475409836064,-0.2158018717766318,-0.24794340726856767,-0.6758468696207742,0.0,4,23.572317096518184,21.344487278472055,1,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
LRCX,Lam Research,Information Technology,162.23,16.29,1.1652974,9.22,219.7,113.1982,27967534829.0,2967218000.0,3.0405293,4.52,27.967534829,2.967218,9.425507269435546,53.96152928870686,Large-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,unlabeled,0.24285714285714285,0.37142857142857144,0.2714285714285714,0.18571428571428572,0.5428571428571428,0.5285714285714286,-0.42345044722498426,-0.2487663299858062,-0.6964161429811008,-0.488380009309027,4,24.05431020405868,21.810890650783428,1,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
LEG,Leggett & Platt,Consumer Discretionary,43.99,17.88,3.1454785,2.76,54.97,42.0,6034600480.0,447000000.0,2.0302901,4.89,6.03460048,0.447,13.500224787472035,84.65690053970701,Mid-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.47619047619047616,0.6547619047619048,0.5595238095238095,0.8214285714285714,0.08333333333333333,0.8928571428571429,-0.2355386555962275,-0.25961200971100956,-0.16868679141824738,0.0,1,22.520775488973168,19.91806915481498,0,1,0,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
LEN,Lennar Corp.,Consumer Discretionary,59.11,15.35,0.26268265,3.38,72.17,43.647053,14615967194.0,1405319000.0,1.1468264,1.76,14.615967194,1.405319,10.400462239534226,45.78769507933384,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.2916666666666667,0.13095238095238096,0.20238095238095238,0.5238095238095238,0.5357142857142857,0.2857142857142857,-0.3281934435853819,-0.341999075390687,-0.771754842171979,0.0,3,23.40538041156147,21.063530160935947,1,0,0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
LUK,Leucadia National Corp.,Financials,23.86,15.39,1.5993602,0.33,28.3,22.23,8910389431.0,2201336000.0,1.0410156,0.84,8.910389431,2.201336,4.047718944768087,73.14662273476114,Mid-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.4117647058823529,0.04411764705882353,0.07352941176470588,0.014705882352941176,0.08823529411764706,0.27941176470588236,-0.23980193295684069,-0.2218580695959376,-0.8889635998999388,0.0,4,22.910483784769166,21.512330286176756,1,0,0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
LLY,Lilly (Eli) & Co.,Health Care,74.21,17.34,2.9327424,-0.2,89.09,75.71,84475986228.0,3459800000.0,3.754678,5.73,84.475986228,3.4598,24.416436276085324,111.21076233183857,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,none,0.36065573770491804,0.7213114754098361,0.4426229508196721,0.819672131147541,0.8360655737704918,0.9344262295081968,-0.23250336200278915,-0.12744841138121485,-0.2804303463157886,0.0,2,25.159733144281812,21.964476621166185,0,1,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
LNC,Lincoln National,Financials,73.86,9.49,1.6813145,9.24,86.68,61.45,17123031000.0,0.0,1.201944,1.04,17.123031,0.0,13.333242399935546,50.81252477209674,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.058823529411764705,0.16176470588235295,0.1323529411764706,0.6323529411764706,0.3382352941176471,0.36764705882352944,-1.0219215614609014,-0.2143320695617537,-0.8272246114874638,0.0,3,23.563690236440422,0.0,1,0,0,0,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
LKQ,LKQ Corporation,Consumer Discretionary,38.86,21.35,0.0,1.5,43.8599,27.85,12469931896.0,1065614000.0,1.723609,3.02,12.469931896,1.065614,11.702109671982535,31.23005140569275,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.6666666666666666,0.35714285714285715,0.47619047619047616,0.6428571428571429,0.4166666666666667,0.13095238095238096,-0.10845876851228833,-0.3088336751490277,-0.3780327704098124,0.0,2,23.24658613527621,20.786816996740658,1,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
LMT,Lockheed Martin Corp.,Industrials,334.3,24.28,2.315954,6.83,361.79,256.4,98102120000.0,7115000000.0,1.8781451,45.55,98.10212,7.115,13.788070274068868,26.08406869721985,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,0.6865671641791045,0.9701492537313433,0.40298507462686567,0.6417910447761194,0.9104477611940298,0.8656716417910447,0.5494698235979157,1.548702795830729,-0.42953589219826904,0.3742442222653027,1,25.309274813895843,22.685471068628775,0,0,1,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
L,Loews Corp.,Financials,46.05,15.99,4.5131636,1.93,53.59,45.01,16111166935.0,0.0,1.5809761,0.85,16.111166935,0.0,13.333242399935546,87.8787878787879,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.45588235294117646,0.0661764705882353,0.25,0.6323529411764706,0.29411764705882354,0.9705882352941176,-0.16026434361744474,-0.2214817695942284,-0.6818117544040905,0.0,3,23.502778467017865,0.0,1,1,0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
LOW,Lowe's Cos.,Consumer Discretionary,95.01,23.87,1.6413131,3.46,108.98,70.76,82909678852.0,7858000000.0,1.5653384,14.1,82.909678852,7.858,10.550989927716977,36.551543694400834,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,none,0.7142857142857143,0.8809523809523809,0.36904761904761907,0.5714285714285714,0.9047619047619048,0.5595238095238095,-0.016170204981589078,-0.01718872699221431,-0.4860710998099039,0.0,1,25.141017645625958,22.78479795820994,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
LYB,LyondellBasell,Materials,105.79,10.35,3.264714,12.25,121.95,78.01,43556650000.0,6851000000.0,1.3037612,5.86,43.55665,6.851,6.357706904101591,36.777423759672274,Large-cap,2026-04-25T14:52:57.872278,1,2023.0,63.0,,rumoured,0.08,0.76,0.16,0.08,0.92,1.0,-0.5913874656247371,0.35856911134989483,-1.0236392946216966,-1.0842332849599472,3,24.49732822665894,22.647660464113137,1,1,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
MTB,M&T Bank Corp.,Financials,178.35,18.91,1.6218846,8.69,193.85,141.12,27840827434.0,0.0,4.6277885,1.79,27.840827434,0.0,13.333242399935546,29.39503129148493,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.7058823529411765,0.5882352941176471,0.8529411764705882,0.6323529411764706,0.5294117647058824,0.3088235294117647,0.2268185911676158,-0.1861095694335642,0.48707525036687827,0.0,0,24.049769393055737,0.0,0,0,1,0,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
MAC,Macerich,Real Estate,58.36,14.81,4.9177604,3.43,69.73,52.12,8473119166.0,503183000.0,11.394877,2.24,8.473119166,0.503183,16.839040997013015,64.56558773424192,Mid-cap,2026-04-25T14:52:57.872278,0,2024.0,28.0,,unlabeled,0.30303030303030304,0.45454545454545453,0.6060606060606061,0.7272727272727273,0.12121212121212122,0.7878787878787878,-0.23795764512787226,-0.2435176720122006,0.3533933947188084,0.0,2,22.8601645383858,20.036464480983383,1,1,0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
M,Macy's Inc.,Consumer Discretionary,24.0,7.67,6.098546,1.98,33.73,17.405,7541063495.0,2446000000.0,0.45503208,1.69,7.541063495,2.446,3.083018599754701,59.601837672281775,Mid-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.05952380952380952,0.11904761904761904,0.023809523809523808,0.047619047619047616,0.09523809523809523,0.9880952380952381,-0.6094538276789415,-0.34384159762633476,-1.2439859616677806,0.0,4,22.743629056234905,21.61771987462022,1,1,0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
MRO,Marathon Oil Corp.,Energy,15.68,-32.0,1.2247398,-2.65,19.52,10.55,13875005314.0,2266000000.0,4.6578755,2.1900000000000004,13.875005314,2.266,6.123126793468667,42.80936454849499,Large-cap,2026-04-25T14:52:57.872278,1,2024.0,22.5,ConocoPhillips,completed,0.125,0.515625,0.71875,0.25,0.3125,0.375,-1.1119208190482932,-0.2165251478618201,0.34836990806849427,-0.3107304043106992,2,23.3533548796419,21.541281999993533,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
MPC,Marathon Petroleum,Energy,62.79,16.06,2.8268552,6.85,73.53,47.39,31633740000.0,5978000000.0,0.42713487,2.43,31.63374,5.978,5.29169287387086,41.08645753634278,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,19.75,,unlabeled,0.28125,0.625,0.09375,0.21875,0.625,0.6875,-0.37766479820922005,-0.0016895921310079885,-1.1738008325686382,-0.34857659116907946,3,24.177490109480676,22.511351900975438,1,1,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
MAR,Marriott Int'l.,Consumer Discretionary,133.88,32.73,0.9452879,2.67,149.21,85.3725,50910130358.0,2620000000.0,2.9997249,11.02,50.910130358,2.62,19.431347464885494,24.014098296455863,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.9047619047619048,0.8571428571428571,0.7380952380952381,0.9285714285714286,0.8452380952380952,0.34523809523809523,0.3083046652096788,-0.0982597053607148,0.4930666628196951,0.0,0,24.653327765434867,21.686440155101096,0,0,1,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
MMC,Marsh & McLennan,Financials,79.31,20.23,1.8257059,2.87,86.54,69.33,41819440000.0,3236000000.0,2.9848945,5.85,41.81944,3.236,12.9231891223733,42.01045903544451,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,none,0.75,0.9411764705882353,0.5294117647058824,0.11764705882352941,0.6911764705882353,0.4411764705882353,0.401801287714287,-0.03333176873963157,-0.14320886125620566,0.0,1,24.45662714015901,21.89760383645168,0,1,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False
MLM,Martin Marietta Materials,Materials,208.42,30.38,0.8042038,6.63,244.32,191.09,13756812736.0,975223000.0,4.416998,3.03,13.756812736,0.975223,14.106325154349314,67.44317114409169,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,63.0,,unlabeled,0.88,0.36,0.84,0.76,0.36,0.16,0.5447163438207604,-0.5887335259915936,1.0031788229451684,0.28910480874163835,1,23.344800010135195,20.698176721784282,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
MAS,Masco Corp.,Industrials,40.7,22.12,0.98383695,1.47,46.445,31.29,13428792315.0,1179000000.0,2.308266,11.93,13.428792315,1.179,11.389985,37.90828109534805,Large-cap,2026-04-25T14:52:57.872278,1,2024.0,76.75,,rumoured,0.5522388059701493,0.9402985074626866,0.5970149253731343,0.44776119402985076,0.31343283582089554,0.31343283582089554,0.12341285364993947,0.1149113324858395,-0.1638029646901792,-0.01902731159891024,1,23.320666919089646,20.88793245934982,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
MA,Mastercard Inc.,Information Technology,160.62,34.99,0.5926628,3.65,177.11,105.8,187102014193.0,7113000000.0,15.020556,26.93,187.102014193,7.113,26.30423368381836,23.124386481559394,Large-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,none,0.8,0.9571428571428572,0.9571428571428572,0.8714285714285714,0.8714285714285714,0.38571428571428573,0.052071751395662266,0.667649945170181,2.3153400754925335,0.3626002064647411,0,25.954919835502555,22.685189932838377,0,0,1,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
MAT,Mattel Inc.,Consumer Discretionary,16.0,-14.68,0.0,-3.06,26.3,12.71,5843402350.0,-203599000.0,1.1863722,3.87,5.84340235,-0.203599,-25.20615748198214,75.79102281089037,Mid-cap,2026-04-25T14:52:57.872278,1,2017.0,29.4,MGA bid 2017,completed,0.011904761904761904,0.47619047619047616,0.2261904761904762,0.011904761904761904,0.05952380952380952,0.13095238095238096,-1.4279654923262148,-0.28646019085901947,-0.7447601750209721,0.0,4,22.48857905849366,0.0,1,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
MKC,McCormick & Co.,Consumer Staples,101.36,23.91,2.0261056,3.73,109.67,90.25,13459353253.0,815700000.0,2.7788277,5.2,13.459353253,0.8157,16.500371770258674,42.79093717816684,Large-cap,2026-04-25T14:52:57.872278,0,2022.0,18.7,,unlabeled,0.7352941176470589,0.47058823529411764,0.6176470588235294,0.8823529411764706,0.14705882352941177,0.35294117647058826,0.27637589167723847,-0.33511490876043143,-0.03768699343767923,0.2856184328587254,1,23.322940110528638,20.51955719949675,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
MCD,McDonald's Corp.,Consumer Discretionary,158.97,23.83,2.437994,6.36,178.7,124.36,132101623787.0,10515400000.0,5.770237,146.07,132.101623787,10.5154,12.562681760750898,36.308428413691566,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,none,0.7023809523809523,0.9761904761904762,0.9761904761904762,0.7261904761904762,0.9523809523809523,0.7380952380952381,-0.017635102815409802,3.456492122128243,2.3842675483078333,0.0,0,25.60683734051118,23.076106686366597,0,1,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
MCK,McKesson Corp.,Health Care,150.23,11.68,0.8898776,22.74,178.86,133.82,31534840262.0,7232000000.0,0.4081934384,2.68,31.534840262,7.232,4.360459107024337,63.56571936056841,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,unlabeled,0.11475409836065574,0.22950819672131148,0.03278688524590164,0.08196721311475409,0.4918032786885246,0.6229508196721312,-0.4425709946251242,-0.24914037742638906,-1.1575043890589543,0.0,4,24.17435881166153,22.701781460174562,1,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
MDT,Medtronic plc,Health Care,78.38,17.04,2.2618315,2.89,89.72,75.44,110107062300.0,9204000000.0,4.944542,2.14,110.1070623,9.204,11.962957659713169,79.41176470588238,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,none,0.3114754098360656,0.09836065573770492,0.6065573770491803,0.36065573770491804,0.9016393442622951,0.8360655737704918,-0.24363768882022743,-0.27068584026717396,0.031418941970064056,0.0,3,25.42471902304113,22.94290400922818,0,1,0,1,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
MRK,Merck & Co.,Health Care,54.73,13.75,3.435934,1.4,66.8,53.63,152241530340.0,8715000000.0,5.0893345,4.02,152.24153034,8.715,17.468907669535284,91.64768413059988,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,none,0.18032786885245902,0.5737704918032787,0.6229508196721312,0.5081967213114754,0.9344262295081968,0.9836065573770492,-0.3657441395848003,-0.19567571037703385,0.06936734453886952,0.0,1,25.748734112044843,22.88831151603314,0,1,0,1,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
